0.203693051,0.028648517,0.309352789,0.154676395,0.464029184
0.88218569,0.766891278,0.577491362,0.288745681,0.866237043
0.239315371,0.771272764,0.951512632,0.475756316,1.427268948
0.366366385,0.537447729,1.453446557,0.726723279,2.180169836
0.567363662,0.818227888,0.412503541,0.20625177,0.618755311
0.575351219,0.291832528,1.981652144,0.990826072,2.972478215
0.76454893,0.416249297,0.246187876,0.123093938,0.369281814
0.809291611,0.636451166,1.917646893,0.958823446,2.876470339
0.107212745,0.661634405,1.260974228,0.630487114,1.891461342
0.630764655,0.542781724,1.231113558,0.615556779,1.846670337
0.259664009,0.659359733,0.79462397,0.397311985,1.191935956
0.93850743,0.403605951,0.058562981,0.029281491,0.087844472
0.532169387,0.62082565,0.332621154,0.166310577,0.498931732
0.510394499,0.881816033,1.995122379,0.997561189,2.992683568
0.554010318,0.177089641,0.445875358,0.222937679,0.668813037
0.953963648,0.241726911,0.851767499,0.425883749,1.277651248
0.170778584,0.821416383,1.677680289,0.838840145,2.516520434
0.324930487,0.836993725,0.939427738,0.469713869,1.409141608
0.186338033,0.341773982,1.138178315,0.569089158,1.707267473
0.173664955,0.202625817,0.387407579,0.193703789,0.581111368
0.842581456,0.667151835,0.919230784,0.459615392,1.378846176
0.428790978,0.69382775,1.894724991,0.947362496,2.842087487
0.883805836,0.940390296,1.863143553,0.931571777,2.79471533
0.203808262,0.251386455,1.665605364,0.832802682,2.498408047
0.433545271,0.669683938,1.859897435,0.929948718,2.789846153
0.528035225,0.851980019,0.642112876,0.321056438,0.963169315
0.046877923,0.92316662,1.836767422,0.918383711,2.755151134
0.746350001,0.695320672,0.47572828,0.23786414,0.71359242
0.100382552,0.556919728,1.798146513,0.899073256,2.697219769
0.504066463,0.48730584,1.616905544,0.808452772,2.425358316
0.589448397,0.56175336,1.44843786,0.72421893,2.17265679
0.661478992,0.013098088,1.740392787,0.870196394,2.610589181
0.240661502,0.777514868,0.896794247,0.448397124,1.345191371
0.454144133,0.745063891,1.99216721,0.996083605,2.988250815
0.103735751,0.25934876,1.791678262,0.895839131,2.687517392
0.157100569,0.576374747,1.022047859,0.51102393,1.533071789
0.319338602,0.997045843,1.668736879,0.83436844,2.503105319
0.39063989,0.809316054,0.644739127,0.322369564,0.967108691
0.670672779,0.256663712,1.25676183,0.628380915,1.885142745
0.268161809,0.690095192,0.267268971,0.133634485,0.400903456
0.766283488,0.871699335,1.641851745,0.820925872,2.462777617
0.562943742,0.218432339,1.266846472,0.633423236,1.900269708
0.763269738,0.178154606,1.200138739,0.60006937,1.800208109
0.903173363,0.873779343,0.484392787,0.242196393,0.72658918
0.010739447,0.458531082,1.663624718,0.831812359,2.495437077
0.037744466,0.933490093,1.147196831,0.573598415,1.720795246
0.379328144,0.884932389,1.034659379,0.517329689,1.551989068
0.061285031,0.91349075,0.07713398,0.03856699,0.11570097
0.183239071,0.617030067,1.431814894,0.715907447,2.147722341
0.891216204,0.077806389,0.741947774,0.370973887,1.112921662
0.493511713,0.386932206,0.401899395,0.200949698,0.602849093
0.303301142,0.399223142,1.914199374,0.957099687,2.871299061
0.003687022,0.605163974,1.434895488,0.717447744,2.152343232
0.488661944,0.852684866,0.199208112,0.099604056,0.298812168
0.811690231,0.801365576,1.07911394,0.53955697,1.61867091
0.993678224,0.357745276,1.072763786,0.536381893,1.609145679
0.662416754,0.09057313,0.670238998,0.335119499,1.005358496
0.556134732,0.967944607,1.852227842,0.926113921,2.778341763
0.357968199,0.70788786,0.419065116,0.209532558,0.628597673
0.314980975,0.917132613,0.184226303,0.092113151,0.276339454
0.478692962,0.329423501,0.227441889,0.113720944,0.341162833
0.008461586,0.463123795,1.881559791,0.940779895,2.822339686
0.635025231,0.263604298,0.253223469,0.126611734,0.379835203
0.975901423,0.697580194,0.389002108,0.194501054,0.583503162
0.716376754,0.306587148,1.052170349,0.526085175,1.578255524
0.071029355,0.332047425,0.150227778,0.075113889,0.225341667
0.415446041,0.26220336,0.923053741,0.461526871,1.384580612
0.362838288,0.111103044,1.194254849,0.597127425,1.791382274
0.170987792,0.803343011,1.480078475,0.740039238,2.220117713
0.00466342,0.635215005,1.638821936,0.819410968,2.458232905
0.739444669,0.020847361,1.097957621,0.548978811,1.646936432
0.250592225,0.003801412,1.748194163,0.874097082,2.622291245
0.830005108,0.980934334,0.180690311,0.090345155,0.271035466
0.651923193,0.118387395,0.473497117,0.236748559,0.710245676
0.838377236,0.123190215,0.129873105,0.064936552,0.194809657
0.288453593,0.835938833,1.045850335,0.522925167,1.568775502
0.092201557,0.596453034,1.418141463,0.709070732,2.127212195
0.378955379,0.203680926,1.087208322,0.543604161,1.630812483
0.507099187,0.283451112,1.874155385,0.937077693,2.811233078
0.611527577,0.403205161,1.104169035,0.552084517,1.656253552
0.602281982,0.553243071,0.501176296,0.250588148,0.751764445
0.033544217,0.253776294,0.689362638,0.344681319,1.034043957
0.396815211,0.042595844,0.973731403,0.486865701,1.460597104
0.217672182,0.985980293,1.473993995,0.736996997,2.210990992
0.996456632,0.860494522,0.59201735,0.296008675,0.888026024
0.015635828,0.657900295,0.584329533,0.292164766,0.876494299
